;Transcription_Id;Player_Name;Transcription_Text;Stage_Of_The_Game
803;803;LIAM;LIAM: I definitely think we should take the diplomacy route. The place is heavily guarded. There seem to be lots of Carvers.;Part I
804;804;MATT;MATT: There's a knock at the room that you guys are currently talking in.;Part I
805;805;LAURA;LAURA: Yes?;Part I
806;806;MATT;MATT: Unless, are you in the tavern proper or have you gone back to– ?;Part I
807;807;LAURA;LAURA: No, we're in a room.;Part I
808;808;SAM;SAM: I'll get it! (clears throat) Hello?;Part I
809;809;MATT;MATT: Adra's standing there looking a little nervous and she goes, “Hi, sorry to bother you. Is that bear one of yours?”;Part I
810;810;LAURA;LAURA: Yes! Trinket! Isn't he adorable?;Part I
811;811;MATT;MATT: “You might want to go,” You hear in the tavern: (aggravated growls);Part I
812;812;LAURA;LAURA: I'll be right back. I head downstairs.;Part I
813;813;MATT;MATT: You head downstairs and you can see all the dwarves are now gathered around the fighting ring in the center of the tavern.;Part I
814;814;MATT;MATT: Trinket's now inside the ring with a couple other dwarves around, prodding and pushing it into the ring.;Part I
815;815;LAURA;LAURA: No, no! No! No.;Part I
816;816;MATT;MATT: There's raucous cheering. They're not even listening to you at this point.;Part I
817;817;LAURA;LAURA: Grog!;Part I
818;818;LIAM;LIAM: I followed my sister downstairs.;Part I
819;819;TRAVIS;TRAVIS: I come down too. It's party time!;Part I
820;820;MARISHA;MARISHA: I run down to with Grog.;Part I
821;821;MATT;MATT: Okay, as you guys head down, you can see now Balgus is now up and rubbing his chin. “Oh, never fought a bear before! (laughs)”;Part I
822;822;LAURA;LAURA: No, Balgus! Fuck! Trinket, come here! Are we allowed to cuss? Trinket, come here!;Part I
823;823;MATT;MATT: You are very much allowed to cuss.;Part I
824;824;MATT;MATT: Isn't that right, guys? Fuck yeah!;Part I
825;825;LAURA;LAURA: No, no, and I run into the ring with him.;Part I
826;826;MATT;MATT: Okay, as you run into the ring a couple of the dwarves pat you on the back, you get a shove into the ring. It's now Trinket and you–;Part I
827;827;LAURA;LAURA: Oh! I'll take on this bear!;Part I
828;828;SAM;SAM: What?!;Part I
829;829;TALIESIN;TALIESIN: Well, all right!;Part I
830;830;MATT;MATT: Make a general charisma check.;Part I
831;831;TRAVIS;TRAVIS: Do it! Fuck that bear up!;Part I
832;832;LIAM;LIAM: I'm pushing my way through the crowd.;Part I
833;833;MATT;MATT: What did you roll?;Part I
834;834;LIAM;LIAM: A one.;Part I
835;835;MARISHA;MARISHA: Oh no!;Part I
836;836;MATT;MATT: Yes!;Part I
837;837;LIAM;LIAM: First one of the series, everybody! First one!;Part I
838;838;MATT;MATT: As you rush and you guys are coming to the front, Balgus sees this and now you can see both eyes are open which means he's sobered up a bit, and he goes, “Oh no! This bear's mine. You want to fight two of us? Oh, it'll wake you right up!”;Part I
839;839;LAURA;LAURA: Let's do it!;Part I
840;840;MATT;MATT: “Nothing as invigorating as a brawl!”;Part I
841;841;SAM;SAM: Are you going to fucking fight him?;Part I
842;842;MARISHA;MARISHA: I cast a fog. Over the ring.;Part I
843;843;MATT;MATT: Okay. As everyone is cheering up and getting ready, this very thick fog begins to fill the center of the bar area. You can now see a bunch of people are, “Wait, what the?!” Some are coughing. Some are like, “What the hell's going on? Fucking hell. Why is there–”;Part I
844;844;MARISHA;MARISHA: Okay, I run up in the fog, and I tap Trinket and I whisper in Trinket's ear and I say: Trinket, I'm tapping you out. And I turn into a bear like Trinket!;Part I
845;845;SAM;SAM: What?!;Part I
846;846;TRAVIS;TRAVIS: Good!;Part I
847;847;MARISHA;MARISHA: Wait. First, I Polymorph Trinket into a squirrel.;Part I
848;848;LAURA;LAURA: (gasp) You can do that?;Part I
849;849;MARISHA;MARISHA: I can. No, a mouse, like a rat.;Part I
850;850;LAURA;LAURA: Little tiny.;Part I
851;851;MATT;MATT: Okay. You see the shadows nearby the fog you hear, “Come at me, I'm going to–” You can see Balgus's shadow swinging wildly at the air, angrily.;Part I
852;852;SAM;SAM: Are you going to fight him?;Part I
853;853;LAURA;LAURA: I don't know!;Part I
854;854;MATT;MATT: You grab Trinket. Trinket shrinks down into a tiny little mouse.;Part I
855;855;MARISHA;MARISHA: I say: Scanlan! Catch Trinket!;Part I
856;856;SAM;SAM: Jesus, I don't like rats, but I'll keep it. Okay.;Part I
857;857;MATT;MATT: Trinket, the little mouse face, the moment you see it, looks very confused, very scared.;Part I
858;858;SAM;SAM: It's okay. I'll protect it. Don't worry.;Part I
859;859;MARISHA;MARISHA: Then I bear form up.;Part I
860;860;MATT;MATT: You (whoosh) into a bear form. Now Keyleth is now this giant bear where Trinket once was.;Part I
861;861;TRAVIS;TRAVIS: I got my money on Ballsack!;Part I
862;862;SAM;SAM: Don't bet against the enemy!;Part I
863;863;LIAM;LIAM: In the fog I somersault over some random dwarf and pull out my dagger, but turn it around in my hand and whack Balgus in the back of the head as hard as I can, just to try and knock him out.;Part I
864;864;LAURA;LAURA: Can you see in fog?;Part I
865;865;SAM;SAM: He's a really good fighter.;Part I
866;866;LIAM;LIAM: Low light.;Part I
867;867;MATT;MATT: Go ahead and make a stealth check.;Part I
868;868;MATT;MATT: You have advantage because you are in fog.;Part I
869;869;ORION;ORION: I'm at the balcony by the way. Watching all this.;Part I
870;870;LAURA;LAURA: You have advantage, roll twice.;Part I
871;871;LIAM;LIAM: Oh, thank you.;Part I
872;872;TRAVIS;TRAVIS: Yeah, we're watching what they're doing.;Part I
873;873;SAM;SAM: Remember, he's our friend. We don't want to kill him.;Part I
874;874;ORION;ORION: I'm taking a short rest, you all can do this.;Part I
875;875;LIAM;LIAM: 21.;Part I
876;876;MATT;MATT: Okay. Balgus's drunken, mist covered state does not seem to notice your approach. He is swinging wildly, though. He has disadvantaged attack on you as you approach. One of his fists swings past you. That is going to be a 12, I don't think that hits.;Part I
877;877;LIAM;LIAM: No.;Part I
878;878;MATT;MATT: You just narrowly dodge out of the way. You can feel the fist just whoosh past one of your;Part I
879;879;ears. As you come back up, clutching the base of your dagger, go for your strike.;ears. As you come back up, clutching the base of your dagger, go for your strike.;Part I
880;880;LAURA;LAURA: Oh my gosh!;Part I
881;881;TRAVIS;TRAVIS: Come on taint butter, you got it.;Part I
882;882;LIAM;LIAM: Oh, that's no good. Oh, I have advantage on the attack roll for this?;Part I
883;883;MATT;MATT: Because he does not see you, yes. You are currently stealthed.;Part I
884;884;LIAM;LIAM: That's much better. 26!;Part I
885;885;TRAVIS;TRAVIS: That'll work.;Part I
886;886;MATT;MATT: That'll hit. Go ahead and roll sneak attack damage on this, of course.;Part I
887;887;LIAM;LIAM: Plus regular?;Part I
888;888;SAM;SAM: Don't kill him!;Part I
889;889;MATT;MATT: Well, we're considering it nonlethal damage because it's with the base of the dagger.;Part I
890;890;ORION;ORION: I'm having an ale while watching all this.;Part I
891;891;MATT;MATT: You're watching a lot of fog, with some shapes moving in it.;Part I
892;892;ORION;ORION: Yeah, and I'm like: This is fog! Probably Keyleth's spell.;Part I
893;893;LAURA;LAURA: I'm blindly looking for Trinket.;Part I
894;894;SAM;SAM: Trinket's in my hands.;Part I
895;895;MATT;MATT: You're like, “Where's Trinket?” You see a giant bear there and you're like, “There's Trinket! That's not Trinket. There's no armor.”;Part I
896;896;MARISHA;MARISHA: Oh, that's right.;Part I
897;897;MATT;MATT: You're very confused. Trinket now has no armor, is a slightly different shade–;Part I
898;898;MARISHA;MARISHA: No, he's close enough! Man, come on, I've been around Trinket enough.;Part I
899;899;ORION and MARISHA;ORION and MARISHA: Come on, man!;Part I
900;900;LIAM;LIAM: 27, right in the base of his skull.;Part I
901;901;MATT;MATT: Crack! A resounding impact hits and there now dwarves that are like, “Yeah! Ooh!” All the cheering stops and there's this lull. Quiet hits. Balgus hasn't moved, by the way. You impact and it's like hitting a wall. There's this taut, thick stump of muscle where the dwarf neck is.;Part I
902;902;LIAM;LIAM: Fuck!;Part I
903;903;MATT;MATT: As you pull back the dagger, his hand reaches up and grabs your wrist. His head slowly turns towards you and he goes, (laughs);Part I
904;904;LIAM;LIAM: Bonus action to disengage. Disengage as a rogue.;Part I
905;905;MATT;MATT: Well he's going to attempt to grapple you.;Part I
906;906;LAURA and LIAM;LAURA and LIAM: Oh no.;Part I
907;907;MATT;"MATT: Go ahead and make an acrobatics check; it's probably your best score anyway.";Part I
908;908;LIAM;LIAM: All right. Oh, that's fine! That's a 30.;Part I
909;909;MATT;MATT: That's a 30?;Part I
910;910;LIAM;LIAM: Yeah.;Part I
911;911;MATT;MATT: You manage to just slip out of his grip. Barely. He was about to clamp on. As you step away, he turns towards you and goes, “Oh, well I feel alive tonight! Bring it, all of you! I want to smash a face in.” He's got a little bit of ale froth at the corner of his mouth. It's beginning to drip into his beard. It's quite an awful sight for those that are close enough to see it. The rest of you just see this, shapes and movement. There's still this, “Okay, what's going on?” kind of a feel. You hear Adra in the back going, “Stop this! This is– I can't even see! What are you doing?! Don't destroy another table!” She's frantically trying to stop this chaos. There's now a bear– what are you doing, Keyleth?;Part I
912;912;MARISHA;MARISHA: I'm a bear and–;Part I
913;913;MATT;MATT: You're a bear.;Part I
914;914;ORION;ORION: (like Marisha) I'm a bear.;Part I
915;915;MARISHA;MARISHA: What happened?;Part I
916;916;MATT;MATT: You're a bear, you want to do anything?;Part I
917;917;LAURA;LAURA: What are you doing?;Part I
918;918;MATT;MATT: You see the shape of Balgus like– in the middle of this fight ring.;Part I
919;919;LAURA;LAURA: Do some tricks! Do some tricks! Start clapping and, like, dancing around.;Part I
920;920;MARISHA;MARISHA: Okay, that's a good idea.;Part I
921;921;MATT;MATT: This is what she tells you.;Part I
922;922;MARISHA;MARISHA: I see her as my trainer.;Part I
923;923;LAURA;LAURA: Dance!;Part I
924;924;MARISHA;MARISHA: I'm like (growling). I'm circus bear-ing.;Part I
925;925;LAURA;LAURA: Everyone! Gather round and watch the amazing Trinket do his tricks!;Part I
926;926;SAM;SAM: I start playing music from my shawm instrument. Which exists.;Part I
927;927;MATT;MATT: Yeah, it does.;Part I
928;928;SAM;SAM: A rousing jaunty bear-like tune.;Part I
929;929;ORION;ORION: I'm going to cast Prestidigitation and do fireworks on top of that.;Part I
930;930;MARISHA;MARISHA: You should give me a fez! Can you Prestidigitation me a fez?;Part I
931;931;ORION;ORION: Can I do little hats?;Part I
932;932;MATT;MATT: You haven't done a fez yet. You need to work on that. A couple more levels.;Part I
933;933;ORION;ORION: No. I'll try. Paper hat!;Part I
934;934;MATT;MATT: Have you ever seen fireworks go off in a cloud? You get that little boof, boof. There's a bunch of that above you. Cloud, lights flashing. You begin singing your tune. Do you give an inspiration dice to her?;Part I
935;935;SAM;SAM: Sure, I would love to give her an inspiration dice.;Part I
936;936;MATT;MATT: A d8 inspiration dice from the bard as you hear the enchanting, jaunty, bear dancing theme.;Part I
937;937;SAM;SAM: (singing) Oh, look over there! It's a bear! Yeah!;Part I
938;938;MATT;MATT: Bard getting his bard on. Go ahead and make a performance check.;Part I
939;939;SAM;SAM: Who, me?;Part I
940;940;MATT;MATT: No, she does. You're performing as a bear!;Part I
941;941;MARISHA;MARISHA: Natural 20!;Part I
942;942;MATT;MATT: Do you want to add performance dice?;Part I
943;943;LIAM;LIAM: Look at that, a fucking bear dance.;Part I
944;944;MATT;MATT: I'm sorry, the inspiration dice that he gave you.;Part I
945;945;SAM;SAM: No! It's a natural 20!;Part I
946;946;MARISHA;MARISHA: It's a natural 20!;Part I
947;947;MATT;MATT: I know. Okay!;Part I
948;948;MARISHA;MARISHA: No, I want to save it! I'm inspired, for later. I will think back to that moment.;Part I
949;949;MATT;MATT: You were so inspired, you weren't even inspired to be inspired for this.;Part I
950;950;MATT;"MATT: This array of strange puffy fireworks in the fog; you doing this little rotation. You actually manage to do a bear cartwheel, and slam into the ring, but it looks pretty cool. You get back up. You're on your hind legs, you dance on one foot for a second. Balgus is like, (raucous laughter). He starts laughing, doubles over, clutching his stomach, laughing his ass off. Other dwarves start laughing too. The music gets louder and the band in the back of the tavern begins playing again. There's now this general jovial air restored to the tavern.";Part I
